book,region,id_name,territory_name,territory_name_old,capital_name,capital_lat_long,territory_secular_rule,territory_start_secular_rule,territory_end_secular_rule,territory_ecclesiastical_rule,territory_start_ecclesiastical_rule,territory_end_ecclesiastical_rule,territory_religion,territory_start_religion,territory_end_religion,alliance,start_alliance,source,table_on_wikipedia
MD,Frankfurt,Friedberg (Reichsburg) ,Friedberg (Reichsburg) ,Friedberg,Friedberg castle,"50.34222222° N, 8.75277778° E",imperial castle,1481,1806,,,,Roman-catholic,,1541,,,"https://de.wikipedia.org/wiki/Burggrafschaft_Friedberg, https://de.wikivoyage.org/wiki/Friedberg_(Hessen)",n
MD,Frankfurt,Friedberg (Reichsburg),Friedberg (Reichsburg),Friedberg,Friedberg castle,"50.34222222° N, 8.75277778° E",imperial castle,1481,1806,,,,lutheran,1541,,,,"https://de.wikipedia.org/wiki/Burggrafschaft_Friedberg, https://de.wikivoyage.org/wiki/Friedberg_(Hessen)",n
MD,Hessen,Hessen-Darmstadt,Hessen-Darmstadt,Hessen-Darmstadt,Darmstadt,"49.8728° N, 8.6512° E",landgraviate,1567,1806,,,,Roman-catholic,,1568?,,,https://de.wikipedia.org/wiki/Landgrafschaft_Hessen-Darmstadt,y
MD,Hessen,Hessen-Darmstadt,Hessen-Darmstadt,Hessen-Darmstadt,Darmstadt,"49.8728° N, 8.6512° E",landgraviate,1567,1806,,,,lutheran,1568?,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Hessen-Darmstadt,y
MD,Hessen,Hessen-Marburg,Hessen-Marburg,Hessen-Marburg,Marburg,"50.8022° N, 8.7668° E",landgraviate,1567,1604,,,,Roman-catholic,,1568?,,,https://de.wikipedia.org/wiki/Hessen-Marburg,n
MD,Hessen,Hessen-Marburg,Hessen-Marburg,Hessen-Marburg,Marburg,"50.8022° N, 8.7668° E",landgraviate,1567,1604,,,,lutheran,1568?,,,,https://de.wikipedia.org/wiki/Hessen-Marburg,n
MD,Frankfurt,Wetzlar,Wetzlar,Wetzlar,Wetzlar,"50.5590° N, 8.5082° E",imperial city,1180,1803,,,,Roman-catholic,,1540,,,"https://de.wikipedia.org/wiki/Wetzlar#Sp%C3%A4tmittelalter,_Reichsstadt,_Reichskammergericht",n
MD,Frankfurt,Wetzlar,Wetzlar,Wetzlar,Wetzlar,"50.5590° N, 8.5082° E",imperial city,1180,1803,,,,"Roman-catholic, lutheran",1540,1586,,,"https://de.wikipedia.org/wiki/Wetzlar#Sp%C3%A4tmittelalter,_Reichsstadt,_Reichskammergericht",n
MD,Frankfurt,Wetzlar,Wetzlar,Wetzlar,Wetzlar,"50.5590° N, 8.5082° E",imperial city,1180,1803,,,,"Roman-catholic, lutheran, reformed",1586,,,,"https://de.wikipedia.org/wiki/Wetzlar#Sp%C3%A4tmittelalter,_Reichsstadt,_Reichskammergericht",n
MD,Frankfurt,Friedberg,Friedberg,Friedberg,Friedberg,"50.3249° N, 8.7409° E",imperial city,1252,1802,,,,Roman-catholic,,1541,,,https://de.wikipedia.org/wiki/Friedberg_(Hessen)#Geschichte,n
MD,Frankfurt,Friedberg,Friedberg,Friedberg,Friedberg,"50.3249° N, 8.7409° E",imperial city,1252,1802,,,,lutheran,1541,,,,https://de.wikipedia.org/wiki/Friedberg_(Hessen)#Geschichte,n
MD,Frankfurt,Frankfurt,Frankfurt,Frankfurt a.M.,Frankfurt a.M.,"50.1109° N, 8.6821° E",imperial city,1245,1866,,,,Roman-catholic,,1530,SL,1536,https://de.wikipedia.org/wiki/Geschichte_von_Frankfurt_am_Main,n
MD,Frankfurt,Frankfurt,Frankfurt,Frankfurt a.M.,Frankfurt a.M.,"50.1109° N, 8.6821° E",imperial city,1245,1866,,,,lutheran,1530,,SL,1536,https://de.wikipedia.org/wiki/Geschichte_von_Frankfurt_am_Main,n
MD,Kurmainz,Kurmainz,Kurmainz,Mainz,Mainz,"49.9929° N, 8.2473° E",electorate,,1803,archbishopric,,1803,Roman-catholic,,,CL,,https://de.wikipedia.org/wiki/Kurmainz,n
MD,Würzburg,Würzburg (Hochstift),Würzburg (Hochstift),Würzburg,Würzburg,"49.7913° N, 9.9534° E",,,,bishopric,741,1802,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Hochstift_W%C3%BCrzburg,y
MD,Wertheim,Wertheim,Wertheim,Wertheim,Wertheim,"49.7586° N, 9.5129° E",county,1132,1556,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Grafen_von_Wertheim,n
MD,Wertheim,Wertheim,Wertheim,Wertheim,Wertheim,"49.7586° N, 9.5129° E",county,1132,1556,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/Grafen_von_Wertheim,n
MD,evangl Reichsstädte,Wimpfen,Wimpfen,Wimpfen,Bad Wimpfen,"49.2285° N, 9.1571° E",imperial city,1300,1803,,,,Roman-catholic,,1546,,,https://de.wikipedia.org/wiki/Bad_Wimpfen#Reichsstadt_Wimpfen,n
MD,evangl Reichsstädte,Wimpfen,Wimpfen,Wimpfen,Bad Wimpfen,"49.2285° N, 9.1571° E",imperial city,1300,1803,,,,lutheran,1546,,,,https://de.wikipedia.org/wiki/Bad_Wimpfen#Reichsstadt_Wimpfen,n
MD,Würzburg,Windsheim,Windsheim,Windsheim,Windsheim,"49.5861° N, 10.4656° E",imperial city,1248,1802,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Bad_Windsheim#Reichsstadt_Windsheim,y
MD,Würzburg,Windsheim,Windsheim,Windsheim,Windsheim,"49.5861° N, 10.4656° E",imperial city,1248,1802,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/Bad_Windsheim#Reichsstadt_Windsheim,y
MD,Fulda,Fulda,Fulda,Fulda,Fulda,"50.5558° N, 9.6808° E",principality,1170,1803,bishopric,1170,1803,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Hochstift_Fulda,y
MD,Bamberg,Bamberg (Hochstift),Bamberg (Hochstift),Bamberg,Bamberg,"49.8988° N, 10.9028° E",principality,,1802,bishopric,,1802,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Hochstift_Bamberg,y
MD,Eichstätt,Eichstätt (Hochstift),Eichstätt (Hochstift),Eichstätt,Eichstätt,"48.8913° N, 11.1900° E",principality,1365,1802,bishopric,1365,1802,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Hochstift_Eichst%C3%A4tt,y
MD,Reichsritter,,Schwaben,Schwaben,,,imperial knights,1541,1805,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Schw%C3%A4bischer_Ritterkreis,n
MD,Reichsritter,,Schwaben,Schwaben,,,imperial knights,1541,1805,,,,"lutheran, unclear",,,,,https://de.wikipedia.org/wiki/Schw%C3%A4bischer_Ritterkreis,n
MD,Reichsritter,,Franken,Franken,,,imperial knights,1500,1806,,,,Roman-catholic,,1520?,,,https://de.wikipedia.org/wiki/Fr%C3%A4nkischer_Ritterkreis,n
MD,Reichsritter,,Franken,Franken,,,imperial knights,1500,1806,,,,"lutheran, unclear",1520?,,,,https://de.wikipedia.org/wiki/Fr%C3%A4nkischer_Ritterkreis,n
MD,Reichsritter,,Am Rheinstrohm,Am Rheinstrohm,,,imperial knights,,1801,,,,Roman-catholic,,1520?,,,https://de.wikipedia.org/wiki/Rheinischer_Ritterkreis,n
MD,Reichsritter,,Am Rheinstrohm,Am Rheinstrohm,,,imperial knights,,1801,,,,"lutheran, unclear",1520?,,,,https://de.wikipedia.org/wiki/Rheinischer_Ritterkreis,n
MD,Hessen,Hessen,Hessen,Hessen,Kassel,"51.3127° N, 9.4797° E",landgraviate,1247,1567,,,,Roman-catholic,,1527,SL,1531,https://de.wikipedia.org/wiki/Landgrafschaft_Hessen,n
MD,Hessen,Hessen,Hessen,Hessen,Kassel,"51.3127° N, 9.4797° E",landgraviate,1247,1567,,,,lutheran,1527,,SL,1531,https://de.wikipedia.org/wiki/Landgrafschaft_Hessen,n
MD,Hessen,Hessen-Kassel,Hessen-Kassel,Hessen-Kassel,Kassel,"51.3127° N, 9.4797° E",landgraviate,1567,1803,,,,reformed,1567,,,,https://de.wikipedia.org/wiki/Landgrafschaft_Hessen-Kassel,y
MD,Hessen,Hessen-Rheinfels,Hessen-Rheinfels,Hessen-Rheinfels,Rheinfels,"50.1537° N, 7.7052° E",landgraviate,1567,1583,,,,lutheran?,1567,,,,https://de.wikipedia.org/wiki/Hessen-Rheinfels,n
NO,Kurbrandenburg,Kurbrandenburg,Kurbrandenburg,Brandenburg,Stadtschloss Berlin,"52.5172° N, 13.4016° E",margraviate,1157,1806,,,,Roman-catholic,,1539,SL,1538,https://de.wikipedia.org/wiki/Mark_Brandenburg,y
NO,Kurbrandenburg,Kurbrandenburg,Kurbrandenburg,Brandenburg,Stadtschloss Berlin,"52.5172° N, 13.4016° E",margraviate,1157,1806,,,,lutheran,1539,,SL,1538,https://de.wikipedia.org/wiki/Mark_Brandenburg,y
NO,Kurbrandenburg,Kurbrandenburg,Kurbrandenburg,Brandenburg,Stadtschloss Berlin,"52.5172° N, 13.4016° E",margraviate,1157,1806,,,,"calvinist, lutheran",1613,,SL,1538,https://de.wikipedia.org/wiki/Mark_Brandenburg,y
NO,Magdeburg,Magdeburg (Erzstift),Magdeburg (Erzstift),Magdeburg,Magdeburg,"52.1205° N, 11.6276° E",principality,968,1680,archbishopric,1180,1680,Roman-catholic,,1566,CL,,https://de.wikipedia.org/wiki/Erzstift_Magdeburg,y
NO,Magdeburg,Magdeburg (Erzstift),Magdeburg (Erzstift),Magdeburg,Magdeburg,"52.1205° N, 11.6276° E",principality,968,1680,archbishopric,1180,1680,lutheran,1566,,CL,,https://de.wikipedia.org/wiki/Erzstift_Magdeburg,y
NO,Anhalt,Anhalt-Zerbst,Anhalt-Zerbst1,Anhalt-Zerbst,Zerbst,"51.9669° N, 12.0846° E",principality,1396,1570,,,,Roman-catholic,,1537,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Zerbst,n
NO,Anhalt,Anhalt-Zerbst,Anhalt-Zerbst1,Anhalt-Zerbst,Zerbst,"51.9669° N, 12.0846° E",principality,1396,1570,,,,lutheran,1537,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Zerbst,n
NO,Anhalt,Anhalt-Zerbst,Anhalt-Zerbst2,Anhalt-Zerbst,Zerbst,"51.9669° N, 12.0846° E",principality,1606,1806,,,,lutheran,,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Zerbst,n
NO,Anhalt,Anhalt-Köthen,Anhalt-Köthen1,Anhalt-Köthen,Köthen,"51.7506° N, 11.9802° E",principality,1252,1509,,,,Roman-catholic,,,SL,1531,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-K%C3%B6then,y
NO,Anhalt,Anhalt-Köthen,Anhalt-Köthen2,Anhalt-Köthen,Köthen,"51.7506° N, 11.9802° E",principality,1606,1806,,,,lutheran,,,SL,1531,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-K%C3%B6then,y
NO,Anhalt,Anhalt-Dessau,Anhalt-Dessau1,Anhalt-Dessau,Dessau,"51.8308° N, 12.2423° E",principality,1396,1447,,,,Roman-catholic,,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Dessau,y
NO,Anhalt,Anhalt-Dessau,Anhalt-Dessau2,Anhalt-Dessau,Dessau,"51.8308° N, 12.2423° E",principality,1447,1544,,,,Roman-catholic,,1534,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Dessau,y
NO,Anhalt,Anhalt-Dessau,Anhalt-Dessau2,Anhalt-Dessau,Dessau,"51.8308° N, 12.2423° E",principality,1447,1544,,,,"lutheran, reformed, calvinist",1534,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Dessau,y
NO,Anhalt,Anhalt-Dessau,Anhalt-Dessau3,Anhalt-Dessau,Dessau,"51.8308° N, 12.2423° E",principality,1544,1570,,,,"lutheran, reformed, calvinist",,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Dessau,y
NO,Anhalt,Anhalt-Dessau,Anhalt-Dessau4,Anhalt-Dessau,Dessau,"51.8308° N, 12.2423° E",principality,1603,1806,,,,reformed,1603,,SL,1536,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Dessau,y
NO,Anhalt,Anhalt-Plötzkau,Anhalt-Plötzkau1,Anhalt-Plötzkau,Plötzkau,"51.7454° N, 11.6829° E",principality,1544,1553,,,,lutheran?,,,,,https://de.wikipedia.org/wiki/Anhalt-Pl%C3%B6tzkau,n
NO,Anhalt,Anhalt-Plötzkau,Anhalt-Plötzkau2,Anhalt-Plötzkau,Plötzkau,"51.7454° N, 11.6829° E",principality,1611,1665,,,,reformed,,,,,https://de.wikipedia.org/wiki/Anhalt-Pl%C3%B6tzkau,n
NO,Anhalt,Anhalt-Bernburg,Anhalt-Bernburg1,Anhalt-Bernburg,Bernburg,"51.7834° N, 11.7537° E",principality,1252,1570,,,,Roman-catholic,,1521,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Bernburg,n
NO,Anhalt,Anhalt-Bernburg,Anhalt-Bernburg1,Anhalt-Bernburg,Bernburg,"51.7834° N, 11.7537° E",principality,1252,1570,,,,lutheran,1521,,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Bernburg,n
NO,Anhalt,Anhalt-Bernburg,Anhalt-Bernburg2,Anhalt-Bernburg,Bernburg,"51.7834° N, 11.7537° E",principality,1603,1863,,,,reformed,1603,,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Anhalt-Bernburg,n
NO,Anhalt,Anhalt,Anhalt,Anhalt,Aschersleben,"51.7591° N, 11.4619° E",principality,1570,1603,,,,reformed,,,,,https://de.wikipedia.org/wiki/Anhalt#F%C3%BCrstentum_Anhalt,n
NO,Schlesien,Breslau,Breslau,Breslau,Breslau,"51.1079° N, 17.0385° E",duchy,1335,1772,,,,Roman-catholic,,1522,,,https://de.wikipedia.org/wiki/Herzogtum_Breslau,n
NO,Schlesien,Breslau,Breslau,Breslau,Breslau,"51.1079° N, 17.0385° E",duchy,1335,1772,,,,lutheran,1522,,,,https://de.wikipedia.org/wiki/Herzogtum_Breslau,n
NO,Schlesien,Glogau,Glogau,Glogau,Glogau,"51.6636° N, 16.0847° E",duchy,1490,1742,,,,,,,,,https://de.wikipedia.org/wiki/Herzogtum_Glogau,n
NO,Schlesien,Glogau,Glogau,Glogau,Glogau,"51.6636° N, 16.0847° E",duchy,1490,1742,,,,,,,,,https://de.wikipedia.org/wiki/Herzogtum_Glogau,n
NO,Schlesien,Schweidnitz-Jauer,Schweidnitz-Jauer,Schweidnitz-Jauer,Jauer,"51.2307° N, 14.1816° E",duchy,1346,1742,,,,,,,,,https://de.wikipedia.org/wiki/Herzogtum_Schweidnitz-Jauer,n
NO,Schlesien,Schweidnitz-Jauer,Schweidnitz-Jauer,Schweidnitz-Jauer,Jauer,"51.2307° N, 14.1816° E",duchy,1346,1742,,,,,,,,,https://de.wikipedia.org/wiki/Herzogtum_Schweidnitz-Jauer,n
NO,Schlesien,Troppau,Troppau,Troppau,Troppau,"49.9407° N, 17.8948° E",duchy,1377,1742,,,,Roman-catholic,,1525?,,,https://de.wikipedia.org/wiki/Herzogtum_Troppau,n
NO,Schlesien,Troppau,Troppau,Troppau,Troppau,"49.9407° N, 17.8948° E",duchy,1377,1742,,,,lutheran,1525?,,,,https://de.wikipedia.org/wiki/Herzogtum_Troppau,n
NO,Schlesien,Oppeln-Ratibor,Oppeln-Ratibor,Oppeln-Ratibor,Oppeln,"50.6683° N, 17.9231° E",duchy,1281,1742,,,,Roman-catholic,,1537,,,https://de.wikipedia.org/wiki/Herzogtum_Oppeln,n
NO,Schlesien,Oppeln-Ratibor,Oppeln-Ratibor,Oppeln-Ratibor,Oppeln,"50.6683° N, 17.9231° E",duchy,1281,1742,,,,lutheran,1537,,,,https://de.wikipedia.org/wiki/Herzogtum_Oppeln,n
NO,Schlesien,Glatz,Glatz,Glatz,Glatz,"50.4346° N, 16.6614° E",county,1348,1742,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Grafschaft_Glatz,n
NO,Schlesien,Glatz,Glatz,Glatz,Glatz,"50.4346° N, 16.6614° E",county,1348,1742,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/Grafschaft_Glatz,n
NO,Schlesien,Liegnitz-Brieg,Liegnitz-Brieg,Liegnitz-Brieg,Liegnitz,"51.2070° N, 16.1553° E",duchy,1419,1523,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Herzogtum_Liegnitz,n
NO,Schlesien,Liegnitz-Brieg-Wohlau,Liegnitz-Brieg-Wohlau,Liegnitz-Brieg-Wohlau,Liegnitz,"51.2070° N, 16.1553° E",duchy,1523,1675,,,,Roman-catholic,,1540,,,https://de.wikipedia.org/wiki/Herzogtum_Liegnitz,n
NO,Schlesien,Liegnitz-Brieg-Wohlau,Liegnitz-Brieg-Wohlau,Liegnitz-Brieg-Wohlau,Liegnitz,"51.2070° N, 16.1553° E",duchy,1523,1675,,,,lutheran,1540,,,,https://de.wikipedia.org/wiki/Herzogtum_Liegnitz,n
NO,Schlesien,Teschen,Teschen,Teschen,Teschen,"49.7498° N, 18.6355° E",duchy,1290,1618,,,,Roman-catholic,,1545,,,https://de.wikipedia.org/wiki/Herzogtum_Teschen,n
NO,Schlesien,Teschen,Teschen,Teschen,Teschen,"49.7498° N, 18.6355° E",duchy,1290,1618,,,,lutheran,1545,,,,https://de.wikipedia.org/wiki/Herzogtum_Teschen,n
NO,Schlesien,Oels-Bernstadt,Oels-Bernstadt,Oels,Oels,"51.2134° N, 17.3899° E",duchy,1312,1772,,,,Roman-catholic,,1564?,,,https://de.wikipedia.org/wiki/Herzogtum_Oels,n
NO,Schlesien,Oels-Bernstadt,Oels-Bernstadt,Oels,Oels,"51.2134° N, 17.3899° E",duchy,1312,1772,,,,lutheran,1564?,,,,https://de.wikipedia.org/wiki/Herzogtum_Oels,n
NO,Schlesien,Münsterberg,Münsterberg,Münsterberg,Münsterberg,"50.5983° N, 17.0389° E",duchy,1321,1772,,,,Roman-catholic,,1536,,,https://de.wikipedia.org/wiki/Herzogtum_M%C3%BCnsterberg,n
NO,Schlesien,Münsterberg,Münsterberg,Münsterberg,Münsterberg,"50.5983° N, 17.0389° E",duchy,1321,1772,,,,lutheran,1536,,,,https://de.wikipedia.org/wiki/Herzogtum_M%C3%BCnsterberg,n
NO,Schlesien,Sagan,Sagan,Sagan,Sagan,"51.6178° N, 15.3248° E",duchy,1274,1772,,,,Roman-catholic,,1539,,,https://de.wikipedia.org/wiki/Herzogtum_Sagan,n
NO,Schlesien,Sagan,Sagan,Sagan,Sagan,"51.6178° N, 15.3248° E",duchy,1274,1772,,,,lutheran,1539,,,,https://de.wikipedia.org/wiki/Herzogtum_Sagan,n
NO,Schlesien,Crossen,Crossen,Crossen,Crossen,"52.0550° N, 15.0972° E",duchy,1482,1815,,,,Roman-catholic,,1564?,,,https://de.wikipedia.org/wiki/Herzogtum_Crossen,n
NO,Schlesien,Crossen,Crossen,Crossen,Crossen,"52.0550° N, 15.0972° E",duchy,1482,1815,,,,lutheran,1564?,,,,https://de.wikipedia.org/wiki/Herzogtum_Crossen,n
NO,Schlesien,Jägerndorf,Jägerndorf,Jägerndorf,Jägerndorf,"50.0906° N, 17.7031° E",duchy,1377,1623,,,,Roman-catholic,,1522,,,https://de.wikipedia.org/wiki/Herzogtum_J%C3%A4gerndorf,n
NO,Schlesien,Jägerndorf,Jägerndorf,Jägerndorf,Jägerndorf,"50.0906° N, 17.7031° E",duchy,1377,1623,,,,lutheran,1522,,,,https://de.wikipedia.org/wiki/Herzogtum_J%C3%A4gerndorf,n
NO,Schlesien,Neisse-Grottkau,Neisse-Grottkau,Neisse,Neisse,"50.4823° N, 17.3296° E",principality,1290,1772,,,,Roman-catholic,,1522,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Neisse,n
NO,Schlesien,Neisse-Grottkau,Neisse-Grottkau,Neisse,Neisse,"50.4823° N, 17.3296° E",principality,1290,1772,,,,lutheran,1522,1622,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Neisse,n
NO,Schlesien,Neisse-Grottkau,Neisse-Grottkau,Neisse,Neisse,"50.4823° N, 17.3296° E",principality,1290,1772,,,,Roman-catholic,1622,,,,https://de.wikipedia.org/wiki/F%C3%BCrstentum_Neisse,n
NO,Schlesien,Beuthen,Beuthen,Beuthen,Beuthen,"50.3484° N, 18.9157° E",duchy,1459,1697,,,,Roman-catholic,,1564?,,,https://de.wikipedia.org/wiki/Herzogtum_Beuthen,n
NO,Schlesien,Beuthen,Beuthen,Beuthen,Beuthen,"50.3484° N, 18.9157° E",duchy,1459,1697,,,,lutheran,1564?,,,,https://de.wikipedia.org/wiki/Herzogtum_Beuthen,n
NO,Schlesien,Oderberg,Oderberg,Oderberg,Oderberg,"49.9043° N, 18.3570° E",lordship,1523,,,,,Roman-catholic,,1564?,,,,n
NO,Schlesien,Oderberg,Oderberg,Oderberg,Oderberg,"49.9043° N, 18.3570° E",lordship,1523,,,,,lutheran,1564?,,,,,n
NO,Schleswig-Holstein,Schleswig,Schleswig,Schleswig,Schleswig,"54.5239° N, 9.5632° E",duchy,1200,1864,,,,Roman-catholic,,1536,,,https://de.wikipedia.org/wiki/Herzogtum_Schleswig,n
NO,Schleswig-Holstein,Schleswig,Schleswig,Schleswig,Schleswig,"54.5239° N, 9.5632° E",duchy,1200,1864,,,,lutheran,1536,,,,https://de.wikipedia.org/wiki/Herzogtum_Schleswig,n
NO,Schleswig-Holstein,Holstein,Holstein,Holstein,Kiel,"54.3233° N, 10.1228° E",duchy,1474,1806,,,,Roman-catholic,,1536,,,https://de.wikipedia.org/wiki/Herzogtum_Holstein,y
NO,Schleswig-Holstein,Holstein,Holstein,Holstein,Kiel,"54.3233° N, 10.1228° E",duchy,1474,1806,,,,lutheran,1536,,,,https://de.wikipedia.org/wiki/Herzogtum_Holstein,y
,,,Dänemark,Dänemark,Kopenhagen,"55.6761° N, 12.5683° E",kingdom,950,,,,,Roman-catholic,,1526,,,https://de.wikipedia.org/wiki/D%C3%A4nemark#Geschichte,n
,,,Dänemark,Dänemark,Kopenhagen,"55.6761° N, 12.5683° E",kingdom,950,,,,,lutheran,1526,,,,https://de.wikipedia.org/wiki/D%C3%A4nemark#Geschichte,n
NO,Mecklenburg,Mecklenburg,Mecklenburg,Mecklenburg,Güstrow,"53.8032° N, 12.1895° E",duchy,1348,1815,,,,Roman-catholic,,1526,,,https://de.wikipedia.org/wiki/Herzog_zu_Mecklenburg,n
NO,Mecklenburg,Mecklenburg,Mecklenburg,Mecklenburg,Güstrow,"53.8032° N, 12.1895° E",duchy,1348,1815,,,,"Roman-catholic, lutheran",1526,1549,,,https://de.wikipedia.org/wiki/Herzog_zu_Mecklenburg,n
NO,Mecklenburg,Mecklenburg,Mecklenburg,Mecklenburg,Güstrow,"53.8032° N, 12.1895° E",duchy,1348,1815,,,,lutheran,1549,,,,https://de.wikipedia.org/wiki/Herzog_zu_Mecklenburg,n
NO,Mecklenburg,Ratzeburg (Hochstift),Ratzeburg (Hochstift),Ratzeburg,Ratzeburg,"53.6990° N, 10.7711° E",principality,1230,1648,bishopric,1060,1648,Roman-catholic,,1648,,,https://de.wikipedia.org/wiki/Bistum_Ratzeburg,n
NO,Mecklenburg,Ratzeburg (Hochstift),Ratzeburg (Hochstift),Ratzeburg,Ratzeburg,"53.6990° N, 10.7711° E",principality,1230,1648,bishopric,1060,1648,secular,1648,,,,https://de.wikipedia.org/wiki/Bistum_Ratzeburg,n
NO,Mecklenburg,Schwerin (Hochstift),Schwerin (Hochstift),Schwerin,Schwerin,"53.6355° N, 11.4012° E",,,,bishopric,1062,1648,Roman-catholic,,1533,,,https://de.wikipedia.org/wiki/Bistum_Schwerin,n
NO,Mecklenburg,Schwerin (Hochstift),Schwerin (Hochstift),Schwerin,Schwerin,"53.6355° N, 11.4012° E",,,,bishopric,1062,1648,lutheran,1533,,,,https://de.wikipedia.org/wiki/Bistum_Schwerin,n
NO,Pommern,Pommern-Wolgast,Pommern-Wolgast,Pommern-Wolgast,Wolgast,"54.0496° N, 13.7666° E",duchy,1523,1625,,,,Roman-catholic,,1534,SL,1536,https://de.wikipedia.org/wiki/Herzogtum_Pommern#Pommern-Stettin_und_Pommern-Wolgast,n
NO,Pommern,Pommern-Wolgast,Pommern-Wolgast,Pommern-Wolgast,Wolgast,"54.0496° N, 13.7666° E",duchy,1523,1625,,,,lutheran,1534,,SL,1536,https://de.wikipedia.org/wiki/Herzogtum_Pommern#Pommern-Stettin_und_Pommern-Wolgast,n
NO,Pommern,Pommern-Stettin,Pommern-Stettin,Pommern-Stettin,Stettin,"53.4285° N, 14.5528° E",duchy,1523,1625,,,,Roman-catholic,,1534,SL,1536,https://de.wikipedia.org/wiki/Herzogtum_Pommern#Pommern-Stettin_und_Pommern-Wolgast,n
NO,Pommern,Pommern-Stettin,Pommern-Stettin,Pommern-Stettin,Stettin,"53.4285° N, 14.5528° E",duchy,1523,1625,,,,lutheran,1534,,SL,1536,https://de.wikipedia.org/wiki/Herzogtum_Pommern#Pommern-Stettin_und_Pommern-Wolgast,n
NO,Pommern,Pommern,Pommern,Pommern,Stettin,"53.4285° N, 14.5528° E",duchy,1478,1523,,,,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Herzogtum_Pommern#Pommern-Stettin_und_Pommern-Wolgast,n
NO,Pommern,Cammin (Hochstift),Cammin (Hochstift),Cammin,Cammin,"53.9908° N, 12.3593° E",principality,1217,1648,bishopric,1140,1648,Roman-catholic,,1560,,,https://de.wikipedia.org/wiki/Bistum_Cammin,n
NO,Pommern,Cammin (Hochstift),Cammin (Hochstift),Cammin,Cammin,"53.9908° N, 12.3593° E",principality,1217,1648,bishopric,1140,1648,lutheran,1560,,,,https://de.wikipedia.org/wiki/Bistum_Cammin,n
NO,Preussen,Preussen,Preussen,Prussia,Köningsberg,"54.7104° N, 20.4522° E",duchy,1515,1618,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Herzogtum_Preu%C3%9Fen,n
NO,Preussen,Preussen,Preussen,Prussia,Köningsberg,"54.7104° N, 20.4522° E",duchy,1515,1618,,,,lutheran,1525,,,,https://de.wikipedia.org/wiki/Herzogtum_Preu%C3%9Fen,n
NO,königlich Preussen,königlich Preussen,königlich Preussen,Royal-Prussia,Danzig,"54.3520° N, 18.6466° E",titular duchy,1466,1772,,,,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Preu%C3%9Fen_K%C3%B6niglichen_Anteils,n
NO,königlich Preussen,königlich Preussen,königlich Preussen,Royal-Prussia,Danizg,"54.3520° N, 18.6466° E",titular duchy,1466,1772,,,,"lutheran, reformed, Roman-catholic",1525,,,,https://de.wikipedia.org/wiki/Preu%C3%9Fen_K%C3%B6niglichen_Anteils,n
NO,königlich Preussen,Ermland (Hochstift),Ermland (Hochstift),Ermland,Heilsberg,"54.1249° N, 20.5860° E",principality,1243,1772,bishopric,1243,1772,Roman-catholic,,,,,https://de.wikipedia.org/wiki/Ermland,n
NO,Preussen,Pomesanien (Hochstift),Pomesanien (Hochstift),Pomesanien,Riesenburg,"53.7559° N, 19.2045° E",,,,bishopric,1243,1587,Roman-catholic,,1525,,,https://de.wikipedia.org/wiki/Pomesanien#Bistum_Pomesanien,n
